11,"Google Rolls Out Search, Shopping Ad Changes in Europe.","News
By: Schechner, Sam. Wall Street Journal - Online Edition. 9/28/2017, p1. 1p. (AN: 125369420), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; SEARCH engines; INTERNET advertising; BUSINESS planning; BIDS
Add to folder
Click for Full Text options"
12,Why I Was Fired by Google.,"News
By: Damore, James. Wall Street Journal - Online Edition. 8/14/2017, p1. 1p. (AN: 124593519), Database: MasterFILE Elite
Subjects: DISMISSAL of employees; GOOGLE Inc.; SEX discrimination in employment -- United States; SEX discrimination against women -- United States; SUNDARAJAN, Pichai, 1972-
Add to folder
Click for Full Text options"
13,Google Episode Sends a Message: Diversity Is a Tough Sell in Silicon Valley.,"News
By: Wells, Georgia; Koh, Yoree. Wall Street Journal - Online Edition. 8/11/2017, p1. 1p. (AN: 124556577), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; BROWN, Danielle; WOMEN executives -- United States
Add to folder
Click for Full Text options"
14,PetMed Asks Google to Remove Tramadol Ads From Search Results.,"News
By: Rockoff, Jonathan D. Wall Street Journal - Online Edition. 8/25/2017, p1. 1p. (AN: 124796654), Database: Business Source Premier
Subjects: ORGANIZATIONAL performance; PETMED Express Inc.; GOOGLE Inc.; TRAMADOL (Drug); DRUG advertising
Add to folder
Click for Full Text options"
15,Google Is Developing Technology for Snapchat-Like Media Content.,"News
By: Sharma, Amol; Marshall, Jack. Wall Street Journal (Online). 8/5/2017, p1. 1p. (AN: 124481640), Database: Business Source Premier
Subjects: GOOGLE Inc.; TIME Inc.; SNAP Inc.; Internet Publishing and Broadcasting and Web Search Portals; DIGITAL media; SOCIAL media
Add to folder
Click for Full Text options"
16,Google and the Misinformed Public.,"News
By: NOBLE, SAFIYA U. Chronicle of Higher Education. 1/20/2017, Vol. 63 Issue 20, pB11-B11. 1/4p. Abstract: The article discusses the impact of the search engine Google on misinformation in the U.S. due to algorithms used to customize search results. Topics include the radicalization of white nationalist mass shooter Dylann Roof, the use of similar algorithms by the social media network Facebook, and the need for public accountability for digital media platforms. (AN: 120789344), Database: MasterFILE Elite
Subjects: GOOGLE (Web resource); ROOF, Dylann Storm, 1994-; ALGORITHMS; FACEBOOK (Web resource); RADICALISM; WHITE nationalism; SEARCH engine programming
Add to folder
HTML Full Text"
17,A Risky Gamble With Google.,"News
By: Vaidhyanathan, Siva. Chronicle of Higher Education. 12/2/2005, Vol. 52 Issue 15, pB7-B10. 4p. 1 Color Photograph, 1 Black and White Photograph. Abstract: This article reports that Google Inc., the Mountain View, California, company flying high off a huge initial public offering of stock and astounding quarterly revenues, announced late last year that it would digitize millions of bound books from five major English-language libraries. It plans to make available online the full text of public-domain books and excerpts from works still in copyright. Harvard University will allow Google to scan 40,000 books during the pilot phase of the project, and the number may grow. The library has more than 15 million volumes. The University of Michigan at Ann Arbor has agreed to let Google scan its entire collection, some 7.8 million works, and Stanford University says it is keeping open the possibility of including potentially millions of its more than eight million volumes. The Bodleian Library at the University of Oxford will allow Google to scan public-domain books, which it says are principally those published before 1920. Google is doing all the scanning and optical-character recognition with a secret proprietary machine and promises not to damage the pages or bindings. (AN: 19034124), Database: MasterFILE Elite
Subjects: MOUNTAIN View (Calif.); CALIFORNIA; GOOGLE Inc.; DIGITIZATION of library materials; ELECTRONIC records; DIGITAL libraries; DIGITAL preservation
Add to folder
HTML Full Text"
18,Will Google Lens Debut Along With New 'Oreo' Android Software?,"News
By: KRAUSE, REINHARDT. Investors Business Daily. 8/18/2017, p22-22. 1p. Abstract: The article focuses on the release of Google Lens object-recognition program developed by Internet search company Google. It discusses the possibility for Google's artificial-intelligence search tools to make their debut after the release of Android operating system. It highlights the use of the app allowing users to scan real-world objects and images through Google Assistant. (AN: 124885330), Database: Business Source Premier
Subjects: ARTIFICIAL intelligence; GOOGLE Inc.; OBJECT recognition (Computer vision); GOOGLE Apps (Computer software); ANDROID (Operating system)
Add to folder
HTML Full Text"
19,The Algorithms of Our Lives.,"News
By: MANOVICH, LEV. Chronicle of Higher Education. 12/20/2013, Vol. 60 Issue 16, pB10-B13. 4p. Abstract: The article discusses computer software use by individuals in the 21st century and offers that it is in a constant state of change. Topics discussed include the switch from physical documents to software performances that are constructed in real time, the pioneering of Internet-based service and product provider Google, and the possibilities provided by software for the analyzing of large data sets, or ""big data,"" and how this can benefit fields such as digital humanities and social computing. (AN: 93284286), Database: MasterFILE Elite
Subjects: COMPUTER software; GOOGLE Inc.; BIG data; DIGITAL humanities; SOCIAL computing
Add to folder
HTML Full Text"
20,How Google Conquered The American Classroom.,"News
By: Singer, Natasha. New York Times. 5/14/2017, Vol. 166 Issue 57597, p1-19. 3p. 7 Color Photographs, 1 Graph. Abstract: The article discusses that technology company Google's aid to the classrooms in America. Also included are details on students' preference of Google's Chromebooks than Apple and Microsoft's laptops, profiting Google by using the students' personal data, and school teacher's initiative of approving Google assistance in the classrooms. Details related to students' use of Google's applications including Gmail, Docs, and Calendar for educational purposes are also included. (AN: 123043611), Database: MasterFILE Elite
Subjects: CHROMEBOOK (Computer); CLASSROOMS -- Equipment & supplies; PERSONALLY identifiable information; GMAIL (Web resource); GOOGLE Inc.
Add to folder
Click for Full Text options"
21,Google Unveils Phones and Other Gadgets With a Spotlight on A.I.,"News
By: DAISUKE WAKABAYASHI. New York Times. 10/5/2017, Vol. 167 Issue 57741, pB2-B2. 1/3p. Abstract: The article reports on the mobile industry experts view that Google Inc lacks seriousness about smartphones. Google launched its second range of Pixel smartphones but at the launch the company senior officials didn't spend much time on the product specifications but were focusing on artificial intelligence. (AN: 125489002), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; SMARTPHONES; SMARTPHONES -- Evaluation; SMARTPHONE sales & prices; ARTIFICIAL intelligence
Add to folder
Click for Full Text options"
22,"Google Updates Policy on News Pay Walls, Ending ‘First Click Free’.","News
By: Ember, Sydney. New York Times. 10/3/2017, Vol. 167 Issue 57739, pB4-B4. 1/3p. 1 Black and White Photograph. Abstract: The article discusses Google's initiative to help news organizations to increase their subscriptions, including Google's discontinuity of the ""First Click Free"" policy and Google and Facebook's earning through digital ad spending in the U.S. (AN: 125439778), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; NEWSPAPER subscriptions; FACEBOOK Inc.
Add to folder
Click for Full Text options"
23,Fired Engineer Likely to Face Obstacles in Challenging Google.,"News
By: Gershman, Jacob; R, Sara. Wall Street Journal (Online). 8/9/2017, p1. 1p. (AN: 124515749), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; DISMISSAL of employees; ENGINEERS
Add to folder
Click for Full Text options"
24,GOOGLE'S POPULAR NEW PIXEL BUDS.,"By: WORLEY, BECKY. Good Morning America (ABC). 10/7/2017, p1-1. 1p. Abstract: PAULA FARIS (ABC NEWS) (Off-camera) In today's ""Weekend Download,"" there's a lot of product announcements this week from Google. But the one that's getting the most attention is their Pixel Buds, which are wireless headphones with some major artificial intelligence that's built in. [ABSTRACT FROM PUBLISHER] Reading Level (Lexile): 810. (AN: 125585423), Database: Regional Business News
Add to folder
HTML Full Text"
25,GOOGLE HIT WITH GENDER PAY LAWSUIT.,"By: JARVIS, REBECCA. Good Morning America (ABC). 9/15/2017, p1-1. 1p. Abstract: MICHAEL STRAHAN (ABC NEWS) (Off-camera) Yeah, rightfully so, rightfully so. And we're gonna turn now to a major new lawsuit for women at Google, claiming gender discrimination. [ABSTRACT FROM PUBLISHER] Reading Level (Lexile): 930. (AN: 125249571), Database: Regional Business News
Add to folder
HTML Full Text"
26,FALLOUT FROM GOOGLE MEMO FIRESTORM.,"By: JARVIS, REBECCA. Good Morning America (ABC). 8/10/2017, p1-1. 1p. Abstract: PAULA FARIS (ABC NEWS) (Off-camera) Now to new trouble for Google. The engineer fired over his memo questioning the role that women play in the world of tech, well, he's now filing a labor complaint as a lawyer says dozens of women are gearing up to sue the company alleging wage discrimination. [ABSTRACT FROM PUBLISHER] Reading Level (Lexile): 1240. (AN: 124604408), Database: Regional Business News
Add to folder
HTML Full Text"
27,GOOGLE MEMO OUTRAGE.,"By: JARVIS, REBECCA. World News with Diane Sawyer. 8/9/2017, p1-1. 1p. Abstract: DAVID MUIR (ABC NEWS) (Off-camera) We turn next here tonight to the controversy sparked by a former Google engineer, who wrote a ten-page memo criticizing the company's diversity program, saying women lag behind in the tech world because of their biology. Tonight, he's out of a job, but he's standing by his words as we hear from him for the first time. Here's ABC's chief business correspondent, Rebecca Jarvis. [ABSTRACT FROM PUBLISHER] Reading Level (Lexile): 1330. (AN: 124604483), Database: Regional Business News
Add to folder
HTML Full Text"
28,Google Aims To Make Publishers Allies With Digital Subscription Tools.,"News
By: KRAUSE, REINHARDT. Investors Business Daily. 10/2/2017, p18-18. 1p. Abstract: The article reports that Google Inc has ended a policy on Monday which had hampered the publishers' ability to garner online revenue. The move resulted in shares of Google Inc to dip but the media-newspaper stocks to edged upwards. The policy had required the news websites to allow free access to the readers in relation to some articles before readers could be subjected to a paywall. (AN: 125446118), Database: Business Source Premier
Subjects: ARTICLE processing charges (Open access publishing); PUBLISHERS & publishing; GOOGLE Inc.; Book Publishers; Other publishers; All Other Publishers; OPEN access publishing; OPEN access publishing websites
Add to folder
HTML Full Text"
29,Google Seen Splitting Off Shopping Service To Avoid More EU Fines.,"News
By: KRAUSE, REINHARDT. Investors Business Daily. 9/26/217, p27-27. 1p. Abstract: The article reports that Internet search company Google splits its shopping service to avoid fines by the European Union (EU). Topics discussed include the UE's $2.7 billion antitrust fine against Google in June 2017, changes to comparison shopping services, and expected impact to the revenue of the company. (AN: 125363543), Database: Business Source Premier
Subjects: FINES (Penalties); ONLINE shopping; BUSINESS revenue; GOOGLE Inc.; Electronic shopping and mail-order houses; Electronic Shopping; Mail-Order Houses; Other management consulting services; CUSTOMER service management
Add to folder
HTML Full Text"
30,"How Google-HTC Deal Will Pressure Samsung, Huawei In Android.","News
By: KRAUSE, REINHARDT. Investors Business Daily. 9/21/2017, p1-1. 1p. 1 Color Photograph. Abstract: The article reports that Alphabet Inc., a unit of Google Inc. is to buy HTC's smartphone design business for 1.1 billion dollars. Some HTC's employees, many of which worked on Google's Pixel smartphones will join the company. The acquisition can help Google deliver smartphones with a premium, industrial design while also providing tighter integration between hardware. (AN: 125329365), Database: Business Source Premier
Subjects: CONSOLIDATION & merger of corporations; SMARTPHONES; GOOGLE Inc.; ALPHABET Inc.; HTC Corp.
Add to folder
HTML Full Text"
31,"Google Will Pay $1.1 Billion For HTC Staff, IP In Pixel Phone Push.","News
By: CARSON, ED. Investors Business Daily. 9/21/2017, p1-1. 1p. Abstract: The article reports that Alphabet Inc., a unit of Google Inc. will pay 1.1 billion dollars to HTC after merger. Google will get some HTC Corp. intellectual property through a nonexclusive license. HTC was once a major smartphone maker, but its market share declined to near zero in recent years. Google bought Motorola Mobility in 2011 for 12.5 billion dollars. (AN: 125329363), Database: Business Source Premier
Subjects: CONSOLIDATION & merger of corporations; INTELLECTUAL property; GOOGLE Inc.; ALPHABET Inc.; HTC Corp.
Add to folder
HTML Full Text"
32,"Google Appeals Fine, Regulatory Risk Underestimated: Analyst.","News
By: KRAUSE, REINHARDT. Investors Business Daily. 9/11/2017, p19-19. 1p. Abstract: The article focuses on Internet search company Google's appeal of the European Union's (EU) antitrust fine in September 2017. Topics include the statement of analyst Mark Mahaney of RBC Capital services company regarding the underestimated regulatory risk faces by Google, decline in second-quarter profit, and action against the business practices of the company. (AN: 125102671), Database: Business Source Premier
Subjects: FINES (Penalties); CORPORATE profits; GOOGLE Inc.; APPELLATE procedure; MAHANEY, Mark
Add to folder
HTML Full Text"
33,"How Wal-Mart, Google Are Taking On A Common Internet Foe.","News
By: KRAUSE, REINHARDT. Investors Business Daily. 8/23/2017, p16-16. 1p. Abstract: The article reports the use of voice-activated Google Home speakers with the help of a partnership deal between Walmart and Google that would enable Wal-Mart customers to link their accounts with Google Express shopping service and also use voice commands. (AN: 124794231), Database: Business Source Premier
Subjects: WAL-Mart Stores Inc.; GOOGLE Inc.; VOICE output communication aids
Add to folder
HTML Full Text"
34,How Google And Others Could Be Profit Machines For Apple.,"News
By: KRAUSE, REINHARDT. Investors Business Daily. 8/14/2017, p18-18. 1p. Abstract: The article reports on the deal of search placement of multinational technology firm Apple Inc. with Google Inc. which known to be a profit machine. Topics mention including Google's second quarter earnings which include the traffic acquisition cost, exploring the ways to generate the service revenue and Apple's share which increases in the stock market as of August 14, 2017. (AN: 124634168), Database: Business Source Premier
Subjects: NEGOTIATION in business; CORPORATE profits; CORPORATE finance; APPLE Inc.; GOOGLE Inc.; Consumer Lending
Add to folder
HTML Full Text"
35,I Confronted Google About Its Liberal Groupthink At A Shareholder Meeting -- Here's What Happened Next.,"News
By: DANHOF, JUSTIN. Investors Business Daily. 8/10/2017, p1-1. 1p. Abstract: The article discusses how Google engineer James Damore was fired for perpetuating gender stereotypes after calling for company to take strides toward diversity rather than focusing on race, ethnicity and sex. It mentions how National Center for Public Policy Research's Free Enterprise Project warned of the perils of Google's authoritarian tendencies. It reveals that Alphabet Chairman Eric Schmidt was asked about the company's commitment to diversity. (AN: 124573351), Database: Business Source Premier
Subjects: GOOGLE Inc.; ALPHABET Inc.; DIVERSITY in organizations; STEREOTYPES (Social psychology); SCHMIDT, Eric E., 1955-
Add to folder
HTML Full Text"
36,Can Google Clear Up Europe Search Issues With Earnings Report?,"News
By: KRAUSE, REINHARDT. Investors Business Daily. 7/24/2017, p1-1. 1p. Abstract: The article examines whether Google can clear up Europe search issues with its earnings report. It mentions analysts believe that Sundar Pichai, chief executive officer (CEO) at Google, will address European Union (EU) fine-related issues in its earnings call. It presents views of Mark Mahaney, capital analyst at RBC, on impact of the changes in the search engine results page (SERP) by Google on its financial position of the firm; and expected increase in revenue of the firm in 2017. (AN: 124314379), Database: Business Source Premier
Subjects: FINANCIAL statements; WEB search engines; BUSINESS revenue; GOOGLE Inc.; Internet Publishing and Broadcasting and Web Search Portals; UNITED States; SUNDARAJAN, Pichai, 1972-; MAHANEY, Mark
Add to folder
HTML Full Text"
37,Google’s New Diversity Chief to Tackle Slow Pace of Change.,"News
By: Koh, Yoree. Wall Street Journal - Online Edition. 6/30/2017, p1. 1p. (AN: 123836925), Database: Business Source Premier
Subjects: EXECUTIVE recruiting; GOOGLE Inc.; ALPHABET Inc.; BROWN, Danielle; LEE, Nancy; NAUGHTON, Eileen
Add to folder
Click for Full Text options"
38,Google Reaches $333 Million Tax Settlement in Italy.,"News
By: Legorano, Giovanni. Wall Street Journal - Online Edition. 5/5/2017, p1. 1p. (AN: 122856058), Database: Business Source Premier
Subjects: TAX evasion; CORPORATE taxes; ANTITRUST investigations; GOOGLE Inc.; EUROPEAN Commission; ITALY; COMPROMISE (Law)
Add to folder
Click for Full Text options"
39,Google Unveils $1 Billion Job Training Initiative.,"News
By: DAISUKE WAKABAYASHI. New York Times. 10/13/2017, Vol. 167 Issue 57749, pB3-B3. 1/3p. Abstract: The article reports on an initiative of Google Inc. under which it will help train Americans for jobs in technology and offer donation to nonprofits in education and professional training. (AN: 125624449), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; OCCUPATIONAL training
Add to folder
Click for Full Text options"
40,Google Unearths Russia-Backed Ads Related to U.S. Politics on Its Platforms.,"News
By: Nicas, Jack. Wall Street Journal - Online Edition. 10/10/2017, p1. 1p. (AN: 125554876), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; POLITICAL advertising -- United States; UNITED States presidential election, 2016; VOTES (People); GOVERNMENTAL investigations -- United States
Add to folder
Click for Full Text options"
41,Google Says It Will Work With Congress on Inquiries Into Russian Election Meddling.,"News
By: Daisuke Wakabayashi. New York Times. 9/30/2017, Vol. 167 Issue 57736, pA18-A18. 1/4p. Abstract: The article reports that technology firm Google will participate in an investigation of online social networks and technology products in response to Russian interference in the 2016 election of the U.S. (AN: 125439139), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; ONLINE social network security measures; ELECTION security measures
Add to folder
Click for Full Text options"
42,Social Media Startup Gab Sues Google Over Removal from Play App Store.,"News
By: Gershman, Jacob. Wall Street Journal - Online Edition. 9/16/2017, p1. 1p. (AN: 125184312), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; GAB (Web resource); SOCIAL networking mobile apps; VIOLENCE -- United States; APPLICATION stores
Add to folder
Click for Full Text options"
43,Google Buys HTC Phone Expertise for $1.1 Billion.,"News
By: DAISUKE WAKABAYASHI. New York Times. 9/21/2017, Vol. 167 Issue 57727, pB3-B3. 1/8p. Abstract: The article reports that Google Inc. has announced that it is spending $1.1 billion to hire a team of engineers from the smartphone business of the struggling Taiwanese manufacturer HTC to bring more hardware expertise to its own mobile technology operations. (AN: 125248159), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; HTC Corp.; EXPERTISE -- Software
Add to folder
Click for Full Text options"
44,"In Rare Move, Google Imposes New Limits on Addiction Treatment Ads.","News
By: CORKERY, MICHAEL. New York Times. 9/15/2017, Vol. 1663 Issue 57721, pB5-B5. 1/4p. Abstract: The article offers information on the decision of search engine firm Google to restrict certain advertising for addiction treatment in its web site due to reports of misleading experiences that the ads provide to customer. (AN: 125154295), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; DRUG addiction -- Computer network resources; TREATMENT of drug addiction
Add to folder
Click for Full Text options"
45,Google Appeals Record $2.9 Billion EU Antitrust Fine.,"News
By: Schechner, Sam; Drozdiak, Natalia. Wall Street Journal - Online Edition. 9/12/2017, p1. 1p. (AN: 125083105), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; EUROPEAN Union -- Trials, litigation, etc.; EUROPEAN Commission -- Management; COMPETITION (Economics); AMAZON.COM Inc.
Add to folder
Click for Full Text options"
46,"Google’s Female Workers Receive Lower Wages, Data Suggests.","News
By: DAISUKE WAKABAYASHI. New York Times. 9/9/2017, Vol. 166 Issue 57715, pB3-B3. 2/3p. 1 Black and White Photograph. Abstract: The article reports on data showing that female employees at the online search engine company Google are paid less than their male counterparts. (AN: 125075513), Database: MasterFILE Elite
Subjects: WAGE differentials; GOOGLE Inc.; INTERNET industry personnel -- Salaries, wages, etc.
Add to folder
Click for Full Text options"
47,"Google Issuing Refunds to Advertisers Over Fake Traffic, Plans New Safeguard.","News
By: O’Reilly, Lara. Wall Street Journal - Online Edition. 8/26/2017, p1. 1p. (AN: 124833472), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; ALPHABET Inc.; INTERNET advertising; SPENCER, Scott; ADVERTISERS
Add to folder
Click for Full Text options"
48,What the Google Controversy Misses: The Business Case for Diversity.,"News
By: Mims, Christopher. Wall Street Journal - Online Edition. 8/14/2017, p1. 1p. (AN: 124593515), Database: MasterFILE Elite
Subjects: WOMEN engineers; GOOGLE Inc.; LABOR supply -- United States; WORK environment; SEX discrimination in employment -- United States
Add to folder
Click for Full Text options"
49,Google and Sex Traffickers.,"News
By: KRISTOF, NICHOLAS. New York Times. 9/7/2017, Vol. 166 Issue 57713, pA27-A27. 1/5p. Abstract: The article explains why Google has allied itself with Backpage, a Website involved in suspected child sex trafficking in the U.S., in lobbying against Stop Enabling Sex Traffickers Act that would restrict websites that promote sex trafficking. (AN: 125015082), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; HUMAN trafficking -- Law & legislation; SEX crimes -- Law & legislation
Add to folder
Click for Full Text options"
50,Google’s Disturbing Influence.,"News
By: Taplin, Jonathan. New York Times. 8/31/2017, Vol. 166 Issue 57706, pA23-A23. 1/6p. Abstract: The author argues against Google Inc.'s disturbing influence in the market by helping finance hundreds of research papers to conceal its monopoly. (AN: 124900523), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; TRANSPARENCY in organizations; MONOPOLIES
Add to folder
Click for Full Text options"
51,Google Doesn’t Care What’s Best for Us.,"News
By: TAPLIN, JONATHAN. New York Times. 8/13/2017, Vol. 166 Issue 57688, Sunday Review p3-3. 2/3p. Abstract: The article focuses on Google Inc. as a dominant company in the field of information technology and the way it treats its users. (AN: 124601087), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; MONOPOLIES; CUSTOMER satisfaction
Add to folder
Click for Full Text options"
52,Google Cancels Employee Meeting Over Fears About Online Harassment.,"News
By: DAISUKE WAKABAYASHI. New York Times. 8/11/2017, Vol. 166 Issue 57686, pB6-B6. 1/4p. Abstract: The article reports on the cancellation of the planned companywide meeting of technology company Google on the memo regarding the company's diversity effort after the employees expressed their concern on the risk of online harassment. (AN: 124564736), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; MEETINGS; DIVERSITY in the workplace
Add to folder
Click for Full Text options"
53,Google Fires Engineer for Divisive Memo.,"News
By: DAISUKE WAKABAYASHI. New York Times. 8/8/2017, Vol. 166 Issue 57683, pB4-B4. 1/5p. Abstract: The article announces that software engineer James Damore has been dismissed by Google Inc. after writing an internal memorandum criticizing the diversity effort of the company, particularly the number of women in technical positions. (AN: 124507490), Database: MasterFILE Elite
Subjects: GOOGLE Inc.; DISMISSAL of employees; DIVERSITY in organizations
Add to folder
Click for Full Text options"
54,A Google Security App With a Defect: Puberty.,"News
By: Chen, Brian X. New York Times. 7/27/2017, Vol. 166 Issue 57671, pB7-B7. 2/3p. 1 Color Photograph. Abstract: The article evaluates the Android phone software Family Link offered by the technology company Google. (AN: 124317851), Database: MasterFILE Elite
Subjects: MOBILE apps -- Software; GOOGLE Inc.
Add to folder
Click for Full Text options"
